CS14_ENG_001_00	per:holds_shares_in	LDC	bolt-eng-DF-170-181113-84603:83990-84106	Global Crossing	bolt-eng-DF-170-181113-84603:11752-11766	1.0
CS14_ENG_190_01	per:employee_or_member_of	LDC	eng-NG-31-126958-8238436:418-541	Belk, Inc.	eng-NG-31-126958-8238436:479-487	1.0
CS14_ENG_190_01	per:employee_or_member_of	LDC	eng-NG-31-126958-8238436:418-541	Charlotte	eng-NG-31-126958-8238436:191-199	1.0
CS14_ENG_190_01	per:employee_or_member_of	LDC	eng-NG-31-126958-8238436:1231-1297	U.S.	eng-NG-31-126958-8238436:1280-1283	1.0
CS14_ENG_190_01	per:employee_or_member_of	LDC	eng-NG-31-126958-8238436:1231-1297	U.S. Army	eng-NG-31-126958-8238436:1280-1288	1.0
CS14_ENG_191_00	per:spouse	LDC	APW_ENG_20101027.0688:804-899	Vince McMahon	APW_ENG_20101027.0688:804-816	1.0
CS14_ENG_191_01	per:top_member_employee_of	LDC	APW_ENG_20101027.0688:804-899	World Wrestling Entertainment	APW_ENG_20101027.0688:738-766	1.0
CS14_ENG_192_00	per:city_of_birth	LDC	NYT_ENG_20100327.0125:8657-8683	Goodwin Liu	NYT_ENG_20100327.0125:8272-8282	1.0
CS14_ENG_192_01	gpe:residents_of_city	LDC	NYT_ENG_20090726.0149:2404-2484	Vernon Forrest	NYT_ENG_20090726.0149:58-71	1.0
CS14_ENG_193_00	per:employee_or_member_of	LDC	AFP_ENG_20100314.0509:1028-1125	Baltimore Orioles	AFP_ENG_20100314.0509:294-310	1.0
CS14_ENG_193_01	org:city_of_headquarters	LDC	AFP_ENG_20100314.0509:286-372	Baltimore	AFP_ENG_20100314.0509:294-302	1.0
CS14_ENG_193_00	per:employee_or_member_of	LDC	NYT_ENG_20090730.0068:2035-2184,NYT_ENG_20090730.0068:2186-2325	Braves	NYT_ENG_20090730.0068:83-88	1.0
CS14_ENG_193_01	org:city_of_headquarters	LDC	AFP_ENG_20090620.0491:348-405	Atlanta	AFP_ENG_20090620.0491:148-154	1.0
CS14_ENG_193_00	per:employee_or_member_of	LDC	NYT_ENG_20090731.0081:1451-1525	Pirates	NYT_ENG_20090731.0081:1472-1478	1.0
CS14_ENG_193_01	org:city_of_headquarters	LDC	NYT_ENG_20100819.0120:136-187	Pittsburgh	NYT_ENG_20100819.0120:154-163	1.0
CS14_ENG_194_00	org:founded_by	LDC	bolt-eng-DF-170-181110-8765440:468-546	Gary Comer	bolt-eng-DF-170-181110-8765440:468-477	1.0
CS14_ENG_194_01	per:cause_of_death	LDC	bolt-eng-DF-170-181110-8765440:2251-2284	cancer	bolt-eng-DF-170-181110-8765440:2270-2275	1.0
CS14_ENG_195_00	gpe:residents_of_city	LDC	NYT_ENG_20100327.0021:3141-3172	Miguel Santana	NYT_ENG_20100327.0021:179-192	1.0
CS14_ENG_195_00	gpe:residents_of_city	LDC	WPB_ENG_20100908.0053:4605-4648	Chris Trueman	WPB_ENG_20100908.0053:3553-3565	1.0
CS14_ENG_195_00	gpe:residents_of_city	LDC	eng-NG-31-108087-8955767:6503-6622	Rob Strandlin	eng-NG-31-108087-8955767:6522-6534	1.0
CS14_ENG_195_00	gpe:residents_of_city	LDC	NYT_ENG_20101008.0097:2461-2556	David Foster Wallace	NYT_ENG_20101008.0097:2719-2738	1.0
CS14_ENG_195_01	per:cause_of_death	LDC	NYT_ENG_20101008.0097:2461-2556	suicide	NYT_ENG_20101008.0097:2523-2529	1.0
CS14_ENG_195_00	gpe:residents_of_city	LDC	eng-NG-31-132385-12130286:7663-7732	Mark McGwire	eng-NG-31-132385-12130286:7648-7659	1.0
CS14_ENG_195_00	gpe:residents_of_city	LDC	NYT_ENG_20100730.0177:131-279,NYT_ENG_20100730.0177:281-325	David Alexander	NYT_ENG_20100730.0177:58-72	1.0
CS14_ENG_195_01	per:cause_of_death	LDC	NYT_ENG_20100730.0177:347-366	cancer	NYT_ENG_20100730.0177:361-366	1.0
CS14_ENG_196_00	gpe:deaths_in_city	LDC	LTW_ENG_20090606.0113:120-238	Hammersley	LTW_ENG_20090606.0113:75-84	1.0
CS14_ENG_196_00	gpe:deaths_in_city	LDC	NYT_ENG_20100819.0120:136-282,NYT_ENG_20100819.0120:284-326	Joe L. Brown	NYT_ENG_20100819.0120:58-69	1.0
CS14_ENG_196_01	per:stateorprovince_of_birth	LDC	NYT_ENG_20100819.0120:2526-2576	New York	NYT_ENG_20100819.0120:2569-2576	1.0
CS14_ENG_196_00	gpe:deaths_in_city	LDC	APW_ENG_20100930.0950:314-392	Ron Clark	APW_ENG_20100930.0950:314-322	1.0
CS14_ENG_196_00	gpe:deaths_in_city	LDC	APW_ENG_20090914.1349:1606-1728	Bryon Hilburn	APW_ENG_20090914.1349:432-444	1.0
CS14_ENG_196_01	per:stateorprovince_of_birth	LDC	LTW_ENG_20090606.0113:2078-2194,APW_ENG_20091106.0074:1772-1791	Utah	APW_ENG_20091106.0074:1788-1791	1.0
CS14_ENG_196_00	gpe:deaths_in_city	LDC	NYT_ENG_20090905.0105:997-1049	Louis Rosen	NYT_ENG_20090905.0105:58-68	1.0
CS14_ENG_197_00	org:founded_by	LDC	bolt-eng-DF-199-192823-6764934:1225-1326	Henri Cartier-Bresson	bolt-eng-DF-199-192823-6764934:453-473	1.0
CS14_ENG_197_01	per:age	LDC	bolt-eng-DF-199-192823-6764934:802-887	95	bolt-eng-DF-199-192823-6764934:99-100	1.0
CS14_ENG_198_00	gpe:member_of	LDC	XIN_ENG_20101214.0279:181-293	Eurocities	XIN_ENG_20101214.0279:75-84	1.0
CS14_ENG_198_01	org:date_founded	LDC	XIN_ENG_20101214.0279:483-524	1986-XX-XX	XIN_ENG_20101214.0279:521-524	1.0
CS14_ENG_199_00	org:employees_or_members	LDC	XIN_ENG_20090818.0072:1040-1164	Sarah Hanson-Young	XIN_ENG_20090818.0072:1141-1158	1.0
CS14_ENG_199_01	per:title	LDC	XIN_ENG_20090818.0072:1040-1164	senator	XIN_ENG_20090818.0072:708-714	1.0
CS14_ENG_199_01	per:title	LDC	XIN_ENG_20091030.0023:485-585	immigration spokeswoman	XIN_ENG_20091030.0023:492-514	1.0
CS14_ENG_199_00	org:employees_or_members	LDC	eng-NG-31-126851-9167002:7541-7590	Ray Goodlass	eng-NG-31-126851-9167002:450-461	1.0
CS14_ENG_199_00	org:employees_or_members	LDC	eng-NG-31-143151-10149603:6436-6490	Christine Milne	eng-NG-31-143151-10149603:6470-6484	1.0
CS14_ENG_199_01	per:title	LDC	eng-NG-31-143151-10149603:6436-6490	climate change spokeswoman	eng-NG-31-143151-10149603:6443-6468	1.0
CS14_ENG_199_00	org:employees_or_members	LDC	XIN_ENG_20100719.0052:526-645	Ebony Bennett	XIN_ENG_20100719.0052:564-576	1.0
CS14_ENG_199_01	per:title	LDC	XIN_ENG_20100719.0052:526-645	national campaign co-ordinator	XIN_ENG_20100719.0052:533-562	1.0
CS14_ENG_199_00	org:employees_or_members	LDC	XIN_ENG_20091104.0062:189-254	Rachel Siewert	XIN_ENG_20091104.0062:215-228	1.0
CS14_ENG_199_01	per:title	LDC	XIN_ENG_20091104.0062:189-254	Senator	XIN_ENG_20091104.0062:69-75	1.0
CS14_ENG_199_00	org:employees_or_members	LDC	XIN_ENG_20100921.0056:1030-1061	Scott Ludlam	XIN_ENG_20100921.0056:1045-1056	1.0
CS14_ENG_199_01	per:title	LDC	XIN_ENG_20100921.0056:1030-1061	senator	XIN_ENG_20100921.0056:1037-1043	1.0
CS14_ENG_199_01	per:title	LDC	XIN_ENG_20100913.0035:343-379	nuclear spokesman	XIN_ENG_20100913.0035:350-366	1.0
CS14_ENG_199_00	org:employees_or_members	LDC	XIN_ENG_20100902.0118:615-669	Adam Bandt	XIN_ENG_20100902.0118:636-645	1.0
CS14_ENG_199_01	per:title	LDC	XIN_ENG_20100902.0118:615-669	MP	XIN_ENG_20100902.0118:401-402	1.0
CS14_ENG_200_00	gpe:deaths_in_city	LDC	AFP_ENG_20090630.0280:787-865	Pina Bausch	AFP_ENG_20090630.0280:236-246	1.0
CS14_ENG_200_01	per:alternate_names	LDC	AFP_ENG_20090630.0370:356-448	Josephine Bausch	AFP_ENG_20090630.0370:361-376	1.0
CS14_ENG_201_00	org:employees_or_members	LDC	eng-NG-31-137518-8620272:1905-1989	John Dossett	eng-NG-31-137518-8620272:1905-1916	1.0
CS14_ENG_201_01	per:title	LDC	NYT_ENG_20100413.0085:3114-3221	general counsel	NYT_ENG_20100413.0085:3162-3176	1.0
CS14_ENG_201_00	org:employees_or_members	LDC	APW_ENG_20101229.0136:1953-2040	Jacqueline Johnson Pata	APW_ENG_20101229.0136:1953-1975	1.0
CS14_ENG_201_01	per:title	LDC	APW_ENG_20101229.0136:1953-2040	executive director	APW_ENG_20101229.0136:1978-1995	1.0
CS14_ENG_201_00	org:employees_or_members	LDC	APW_ENG_20101114.0576:325-403	Jefferson Keel	APW_ENG_20101114.0576:333-346	1.0
CS14_ENG_201_01	per:title	LDC	APW_ENG_20101114.0576:325-403	president	APW_ENG_20101114.0576:349-357	1.0
CS14_ENG_201_00	org:employees_or_members	LDC	NYT_ENG_20091201.0155:2218-2356	W. Ron Allen	NYT_ENG_20091201.0155:2223-2234	1.0
CS14_ENG_201_01	per:title	LDC	NYT_ENG_20091201.0155:2218-2356	chairman	NYT_ENG_20091201.0155:2237-2244	1.0
CS14_ENG_201_01	per:title	LDC	NYT_ENG_20091201.0155:2218-2356	treasurer	NYT_ENG_20091201.0155:2303-2311	1.0
CS14_ENG_201_00	org:employees_or_members	LDC	APW_ENG_20090615.0030:2965-3030	Joe Garcia	APW_ENG_20090615.0030:2965-2974	1.0
CS14_ENG_201_01	per:title	LDC	APW_ENG_20090615.0030:2965-3030	president	APW_ENG_20090615.0030:2977-2985	1.0
CS14_ENG_201_00	org:employees_or_members	LDC	APW_ENG_20100718.0007:4480-4554	Robert Holden	APW_ENG_20100718.0007:4480-4492	1.0
CS14_ENG_201_01	per:title	LDC	APW_ENG_20100718.0007:4480-4554	deputy director	APW_ENG_20100718.0007:4495-4509	1.0
CS14_ENG_202_00	org:employees_or_members	LDC	APW_ENG_20100908.0742:2124-2183	Susan Saxon-Harrold	APW_ENG_20100908.0742:2124-2142	1.0
CS14_ENG_202_01	per:title	LDC	APW_ENG_20100908.0742:2124-2183	CEO	APW_ENG_20100908.0742:2145-2147	1.0
CS14_ENG_202_00	org:employees_or_members	LDC	APW_ENG_20101229.0303:3477-3533	John Low	APW_ENG_20101229.0303:3477-3484	1.0
CS14_ENG_202_01	per:title	LDC	APW_ENG_20101229.0303:3477-3533	chief executive	APW_ENG_20101229.0303:3487-3501	1.0
CS14_ENG_203_00	org:parents	LDC	NYT_ENG_20101130.0121:3163-3311,NYT_ENG_20101130.0121:3313-3328	Urban Institute	NYT_ENG_20101130.0121:3255-3269	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	NYT_ENG_20100226.0170:1531-1584	Stan Dorn	NYT_ENG_20100226.0170:1536-1544	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	APW_ENG_20100604.0061:1312-1353	Nancy La Vigne	APW_ENG_20100604.0061:1317-1330	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	LTW_ENG_20090916.0114:4254-4317	Linda Blumberg	LTW_ENG_20090916.0114:4259-4272	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	WPB_ENG_20100412.0033:1382-1432	Robert Reischauer	WPB_ENG_20100412.0033:1382-1398	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	NYT_ENG_20091006.0147:2526-2597	Howard Gleckman	NYT_ENG_20091006.0147:2531-2545	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	AFP_ENG_20100113.0333:3646-3707	Rudolph Penner	AFP_ENG_20100113.0333:3661-3674	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	NYT_ENG_20100401.0149:2617-2759,NYT_ENG_20100401.0149:2761-2767	Susan Elizabeth Tifft	NYT_ENG_20100401.0149:2177-2197	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	WPB_ENG_20100622.0095:3255-3318	Mary Cunningham	WPB_ENG_20100622.0095:3260-3274	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	WPB_ENG_20100811.0070:1357-1461	Roberton Williams	WPB_ENG_20100811.0070:1362-1378	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	WPB_ENG_20100304.0028:1193-1283	Robert Berenson	WPB_ENG_20100304.0028:1198-1212	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	NYT_ENG_20090608.0149:3136-3208	Jack Hadley	NYT_ENG_20090608.0149:3175-3185	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	NYT_ENG_20100417.0090:2948-3037	Kim Rueben	NYT_ENG_20100417.0090:2953-2962	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	WPB_ENG_20100128.0013:1622-1695	Rich Johnson	WPB_ENG_20100128.0013:1627-1638	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	LTW_ENG_20091211.0093:4653-4695	Randall Bovbjerg	LTW_ENG_20091211.0093:4680-4695	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	LTW_ENG_20091222.0104:4017-4088	Wayne Vroman	LTW_ENG_20091222.0104:4017-4028	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	NYT_ENG_20090904.0128:4012-4095	Harry J. Holzer	NYT_ENG_20090904.0128:4017-4031	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	NYT_ENG_20091012.0068:2214-2282	Isabel Sawhill	NYT_ENG_20091012.0068:2268-2281	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	NYT_ENG_20100201.0145:3375-3425	Eugene Steuerle	NYT_ENG_20100201.0145:3388-3402	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	WPB_ENG_20100121.0004:5323-5366	John Holahan	WPB_ENG_20100121.0004:5327-5338	1.0
CS14_ENG_203_00	org:parents	LDC	NYT_ENG_20101130.0121:3163-3311,NYT_ENG_20101130.0121:3313-3328	Brookings Institution	NYT_ENG_20101130.0121:3279-3299	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	AFP_ENG_20090807.0164:348-487	Carlos Pascual	AFP_ENG_20090807.0164:290-303	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	XIN_ENG_20100930.0249:1301-1363	Kenneth Lieberthal	XIN_ENG_20100930.0249:425-442	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	WPB_ENG_20100304.0050:1807-1884	Grover J. Whitehurst	WPB_ENG_20100304.0050:1568-1587	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	WPB_ENG_20100226.0073:528-674,WPB_ENG_20100226.0073:676-725	Alice Rivlin	WPB_ENG_20100226.0073:528-539	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	CNA_ENG_20100611.0063:858-977	Michael O'Hanlon	CNA_ENG_20100611.0063:867-882	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	NYT_ENG_20090707.0160:1807-1947	Martin N. Baily	NYT_ENG_20090707.0160:1812-1826	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	XIN_ENG_20100318.0257:1377-1442	Barry Bosworth	XIN_ENG_20100318.0257:1377-1390	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	APW_ENG_20090624.0830:516-598	Erica Downs	APW_ENG_20090624.0830:529-539	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	XIN_ENG_20090630.0220:1647-1742	Daniel Kaufmann	XIN_ENG_20090630.0220:1652-1666	1.0
CS14_ENG_203_01	org:employees_or_members	LDC	XIN_ENG_20101027.0256:621-680	Thomas Mann	XIN_ENG_20101027.0256:621-631	1.0
CS14_ENG_204_00	org:employees_or_members	LDC	XIN_ENG_20090605.0155:384-418	Kerryn Morrison	XIN_ENG_20090605.0155:404-418	1.0
CS14_ENG_204_01	per:title	LDC	XIN_ENG_20090605.0158:372-406	Conservationist	XIN_ENG_20090605.0158:376-390	1.0
CS14_ENG_204_00	org:employees_or_members	LDC	APW_ENG_20101101.0198:732-811	Arnaud Le Roux	APW_ENG_20101101.0198:732-745	1.0
CS14_ENG_204_01	per:title	LDC	eng-NG-31-139816-9852607:7000-7073	project manager	eng-NG-31-139816-9852607:7037-7051	1.0
CS14_ENG_204_00	org:employees_or_members	LDC	WPB_ENG_20100827.0061:649-712	Faan Coetzee	WPB_ENG_20100827.0061:649-660	1.0
CS14_ENG_204_01	per:title	LDC	WPB_ENG_20100827.0061:649-712	project manager	WPB_ENG_20100827.0061:665-679	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20091205.0181:614-706	Yu Jun	XIN_ENG_20091205.0181:614-619	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20091205.0181:614-706	deputy head	XIN_ENG_20091205.0181:622-632	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20100110.0211:178-228,XIN_ENG_20100110.0211:368-394	Gu Chaohao	XIN_ENG_20100110.0211:368-377	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100110.0211:368-394	mathematician	XIN_ENG_20100110.0211:382-394	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20100110.0211:178-228,XIN_ENG_20100110.0211:401-427	Sun Jiadong	XIN_ENG_20100110.0211:417-427	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100110.0211:401-427	space scientist	XIN_ENG_20100110.0211:401-415	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20100312.0386:750-809	Chu Junhao	XIN_ENG_20100312.0386:360-369	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100312.0386:750-809	academician	XIN_ENG_20100312.0386:764-774	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100312.0386:360-419	deputy	XIN_ENG_20100312.0386:374-379	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20091015.0420:651-716	Zhao Xijin	XIN_ENG_20091015.0420:651-660	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20091015.0420:853-892	Xu Xing	XIN_ENG_20091015.0420:853-859	1.0
CS14_ENG_205_01	per:title	LDC	NYT_ENG_20100129.0125:2731-2772	fossil hunter	NYT_ENG_20100129.0125:2760-2772	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100320.0209:309-358	scientist	XIN_ENG_20100320.0209:328-336	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100320.0209:734-857	research fellow	XIN_ENG_20100320.0209:740-754	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100329.0460:978-1059	researcher	XIN_ENG_20100329.0460:978-987	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20091031.0204:453-599	Qian Xuesen	XIN_ENG_20091031.0204:207-217	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20091110.0460:754-821	scientist	XIN_ENG_20091110.0460:316-324	1.0
CS14_ENG_205_01	per:title	LDC	AFP_ENG_20091031.0313:526-627	director	AFP_ENG_20091031.0313:545-552	1.0
CS14_ENG_205_01	per:title	LDC	APW_ENG_20100730.0279:338-384	president	APW_ENG_20100730.0279:353-361	1.0
CS14_ENG_205_01	per:title	LDC	APW_ENG_20100730.0279:1140-1248	mechanics professor	APW_ENG_20100730.0279:1182-1200	1.0
CS14_ENG_205_01	per:title	LDC	APW_ENG_20100730.0279:1140-1248	vice president	APW_ENG_20100730.0279:1212-1225	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20091031.0226:752-899,XIN_ENG_20091031.0226:901-909	Bei Shizhang	XIN_ENG_20091031.0226:196-207	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20091009.0371:1029-1112	chief director	XIN_ENG_20091009.0371:1039-1052	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20091009.0371:1124-1157	academician	XIN_ENG_20091009.0371:92-102	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20100530.0246:586-631	Hu Dunxin	XIN_ENG_20100530.0246:586-594	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20090720.0294:525-613	Yue Haikui	XIN_ENG_20090720.0294:525-534	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20090720.0294:525-613	cheif of office	XIN_ENG_20090720.0294:537-551	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20090720.0294:844-903	Zhan Wenlong	XIN_ENG_20090720.0294:844-855	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20091230.0316:610-675	deputy dean	XIN_ENG_20091230.0316:624-634	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100204.0380:1630-1664	vice president	XIN_ENG_20100204.0380:1644-1657	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20101009.0238:525-624	Dong Zhiming	XIN_ENG_20101009.0238:525-536	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20101009.0238:525-624	researcher	XIN_ENG_20101009.0238:541-550	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20100909.0420:434-552	Wang Dianzuo	XIN_ENG_20100909.0420:444-455	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100909.0420:434-455	professor	XIN_ENG_20100909.0420:434-442	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20091229.0293:736-756,XIN_ENG_20091229.0293:385-476	Wu Ji	XIN_ENG_20091229.0293:752-756	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20091229.0293:736-756	director	XIN_ENG_20091229.0293:743-750	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20100115.0351:875-977	Lin Qing	XIN_ENG_20100115.0351:875-882	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20100115.0351:677-760	Cheng Zhuo	XIN_ENG_20100115.0351:677-686	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100115.0351:677-760	researcher	XIN_ENG_20100115.0351:689-698	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20100824.0470:503-631	Wu Faquan	XIN_ENG_20100824.0470:503-511	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20091117.0413:2153-2207	geologist	XIN_ENG_20091117.0413:2166-2174	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100824.0470:503-596	director	XIN_ENG_20100824.0470:514-521	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	AFP_ENG_20100207.0451:800-906	Wang Haijun	AFP_ENG_20100207.0451:800-810	1.0
CS14_ENG_205_01	per:title	LDC	WPB_ENG_20100126.0068:264-373	scientist	WPB_ENG_20100126.0068:57-65	1.0
CS14_ENG_205_01	per:title	LDC	AFP_ENG_20100207.0451:800-906	senior engineer	AFP_ENG_20100207.0451:815-829	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	APW_ENG_20100730.0279:513-562	Qian Weichang	APW_ENG_20100730.0279:76-88	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100730.0328:58-97	scientist	XIN_ENG_20100730.0328:75-83	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100730.0328:260-297	president	XIN_ENG_20100730.0328:266-274	1.0
CS14_ENG_205_01	per:title	LDC	APW_ENG_20100730.0279:1140-1248	mechanics professor	APW_ENG_20100730.0279:1182-1200	1.0
CS14_ENG_205_01	per:title	LDC	APW_ENG_20100730.0279:1140-1248	vice president	APW_ENG_20100730.0279:1212-1225	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100807.0244:1838-1942	researcher	XIN_ENG_20100807.0244:1900-1909	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100807.0244:2217-2249	co-author	XIN_ENG_20100807.0244:2228-2236	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100807.0244:2369-2433	vice chairman	XIN_ENG_20100807.0244:2389-2401	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100807.0244:2510-2658,XIN_ENG_20100807.0244:2660-2720	educator	XIN_ENG_20100807.0244:2606-2613	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20100807.0255:4079-4121	dean	XIN_ENG_20100807.0255:4099-4102	1.0
CS14_ENG_205_00	org:employees_or_members	LDC	XIN_ENG_20090723.0394:524-590	Li Tipei	XIN_ENG_20090723.0394:524-531	1.0
CS14_ENG_205_01	per:title	LDC	XIN_ENG_20090723.0394:524-590	academician	XIN_ENG_20090723.0394:537-547	1.0
CS14_ENG_206_00	per:children	LDC	bolt-eng-DF-200-192434-4519184:369-448	Natasha Richardson	bolt-eng-DF-200-192434-4519184:53-70	1.0
CS14_ENG_206_01	per:cause_of_death	LDC	bolt-eng-DF-200-192434-4519184:232-319	injuries sustained in a skiing accident	bolt-eng-DF-200-192434-4519184:281-319	1.0
CS14_ENG_206_00	per:children	LDC	NYT_ENG_20100406.0173:4305-4409	Joely Richardson	NYT_ENG_20100406.0173:4394-4409	1.0
CS14_ENG_207_00	per:countries_of_residence	LDC	XIN_ENG_20090614.0111:177-204	Czech Republic	XIN_ENG_20090614.0111:58-62	1.0
CS14_ENG_207_01	gpe:employees_or_members	LDC	AFP_ENG_20100908.0158:628-686	European Union	AFP_ENG_20100908.0158:195-208	1.0
CS14_ENG_208_00	org:city_of_headquarters	LDC	XIN_ENG_20100410.0046:263-301	Bangkok	XIN_ENG_20100410.0046:106-112	1.0
CS14_ENG_208_01	gpe:residents_of_city	LDC	AFP_ENG_20091205.0361:801-844	Thanom Chumpoo	AFP_ENG_20091205.0361:831-844	1.0
CS14_ENG_208_01	gpe:residents_of_city	LDC	APW_ENG_20091014.0226:1045-1103	Amnuay Nimmano	APW_ENG_20091014.0226:1090-1103	1.0
CS14_ENG_208_01	gpe:residents_of_city	LDC	NYT_ENG_20100927.0020:2638-2678	Bob Halliday	NYT_ENG_20100927.0020:2638-2649	1.0
CS14_ENG_210_00	gpe:deaths_in_stateorprovince	LDC	AFP_ENG_20100118.0576:330-396	Wallaby Cyril Burke	AFP_ENG_20100118.0576:234-252	1.0
CS14_ENG_210_01	per:age	LDC	AFP_ENG_20100118.0576:234-278	84	AFP_ENG_20100118.0576:277-278	1.0
CS14_ENG_210_00	gpe:deaths_in_stateorprovince	LDC	APW_ENG_20100325.0293:649-759	Patricia Wrightson	APW_ENG_20100325.0293:76-93	1.0
CS14_ENG_210_01	per:age	LDC	APW_ENG_20100325.0293:374-392	88	APW_ENG_20100325.0293:103-104	1.0
CS14_ENG_210_00	gpe:deaths_in_stateorprovince	LDC	APW_ENG_20100404.0164:187-334,APW_ENG_20100404.0164:336-369	David Bryant	APW_ENG_20100404.0164:220-231	1.0
CS14_ENG_210_01	per:age	LDC	APW_ENG_20100404.0164:380-390	44	APW_ENG_20100404.0164:388-389	1.0
CS14_ENG_210_00	gpe:deaths_in_stateorprovince	LDC	AFP_ENG_20091030.0544:596-704	David Iredale	AFP_ENG_20091030.0544:616-628	1.0
CS14_ENG_210_01	per:age	LDC	AFP_ENG_20091030.0544:836-943	17	AFP_ENG_20091030.0544:925-926	1.0
CS14_ENG_211_00	org:holds_shares_in	LDC	LTW_ENG_20090809.0013:1071-1209	Apple	LTW_ENG_20090809.0013:442-446	1.0
CS14_ENG_211_01	org:date_founded	LDC	eng-NG-31-138859-9817121:5597-5678	1976-XX-XX	eng-NG-31-138859-9817121:5600-5603	1.0
CS14_ENG_211_00	org:holds_shares_in	LDC	LTW_ENG_20090809.0013:1071-1209	Google	LTW_ENG_20090809.0013:1173-1178	1.0
